iter	RMSE
219	0.2382090262
220	0.2379183756
221	0.2376599208
222	0.2374028657
223	0.2365691269
224	0.2363999074
225	0.2360308397
226	0.2357262854
227	0.2354186683
228	0.2348971031
229	0.2339334647
230	0.2336728509
231	0.23307755
232	0.2327719957
233	0.2324418146
234	0.2319617978
235	0.2313495342
236	0.2310616752
237	0.2306249347
238	0.2301898309
239	0.2295004136
240	0.2292933331
241	0.2288142136
242	0.2285162142
243	0.2278996678
244	0.2275737482
245	0.227424598
246	0.2268919392
247	0.2264764198
248	0.2257889531
249	0.2253538541
250	0.2246327842
251	0.2244917843
252	0.2243744526
253	0.2238565634
254	0.2233789881
255	0.223063044
256	0.2223021712
257	0.2221894443
258	0.2215415947
259	0.2211303447
260	0.2204383483
261	0.2201436996
262	0.2199481651
263	0.2193700952
264	0.2187674077
265	0.2184930902
266	0.2176622528
267	0.217553669
268	0.2169608483
269	0.216488144
270	0.2157997431
271	0.2152492857
272	0.2151116957
273	0.2147874344
274	0.2146836919
275	0.2140817185
276	0.2133533033
277	0.2131185988
278	0.2129903793
279	0.2124061043
280	0.2120035403
281	0.2117039714
282	0.2113072617
283	0.2107449803
284	0.2102192371
285	0.2099967244
286	0.209880687
287	0.2096361146
288	0.2091238456
289	0.2089475348
290	0.2083108169
291	0.2081665012
292	0.2076459109
293	0.2071247255
294	0.2066467212
295	0.2064148975
296	0.2062989875
297	0.2062071391
298	0.2059643345
299	0.2059298615
300	0.2053927841
301	0.2046955676
302	0.2042422232
303	0.2039716227
304	0.2034988805
305	0.2032608036
306	0.2028176648
307	0.2027566601
308	0.2026227227
309	0.2022160331
310	0.2020564837
311	0.2015964763
312	0.2014481209
313	0.2010304611
314	0.2003516603
315	0.200069194
316	0.1998678604
317	0.1995834343
318	0.1990787778
319	0.1988804945
320	0.1987820268
321	0.1985546952
322	0.1980592079
323	0.1979614774
324	0.1972953419
325	0.1969586355
326	0.1969278353
327	0.1965945082
328	0.1963010176
329	0.1959228726
330	0.1956020571
331	0.1951394446
332	0.1947337187
333	0.1943078663
334	0.1942169905
335	0.1937846562
336	0.1934509208
337	0.1932660394
338	0.192867078
339	0.1926276571
340	0.1920370143
341	0.1919490491
342	0.1917162994
343	0.1912744279
344	0.1910361321
345	0.1906871423
346	0.1903705016
347	0.1900476261
348	0.1897312128
349	0.1892604171
350	0.1891853885
351	0.188651762
352	0.1882472517
353	0.1881616989
354	0.187942213
355	0.1876075635
356	0.1872642345
357	0.1867737558
358	0.1862774292
359	0.1860111763
360	0.1857040472
361	0.1851997716
362	0.1849723873
363	0.1847395464
364	0.1843126194
365	0.1840707931
366	0.1837115858
367	0.1834885496
368	0.1833324324
369	0.1832457486
370	0.1828351789
371	0.1824469994
372	0.1821466692
373	0.1818047949
374	0.1814549206
375	0.1812186299
376	0.1811671785
377	0.1806828712
378	0.1804545369
379	0.1801644076
380	0.1798820998
381	0.1795273594
382	0.1793245893
383	0.1789589082
384	0.1785184207
385	0.1782952252
386	0.1780665816
387	0.1776304425
388	0.1772887421
389	0.1770395477
390	0.1768069705
391	0.1766101571
392	0.1764073061
393	0.176032592
394	0.1756131069
395	0.1755246063
396	0.1751467673
397	0.1748675602
398	0.1746702064
399	0.1742193221
400	0.1738071465
401	0.1736432356
402	0.1733886851
403	0.1730824905
404	0.1727590813
405	0.1724211129
406	0.1721580823
407	0.1717426997
408	0.1715143236
409	0.1712730561
410	0.1709738365
411	0.1707774523
412	0.1703362164
413	0.1700996445
414	0.1700238853
415	0.1698518602
416	0.1695333939
417	0.1693866517
418	0.1691976815
419	0.1691427459
420	0.1688617093
421	0.1685707317
422	0.1683781537
423	0.1681946747
424	0.167962324
425	0.1677023962
426	0.1674463325
427	0.1672673645
428	0.1670263356
429	0.166775474
430	0.166499119
431	0.1662204695
432	0.1660417991
433	0.1658040741
434	0.1654827784
435	0.1651015541
436	0.1648502266
437	0.1645800204
438	0.1643462191
439	0.1640787773
440	0.1639262167
441	0.1639005004
442	0.1638412614
443	0.1636443784
444	0.1633191896
445	0.1631266174
446	0.1629586553
447	0.1628790654
448	0.1626221238
449	0.1624593777
450	0.1623388538
451	0.1621061058
452	0.1618285523
453	0.1615229445
454	0.1611871582
455	0.1609753535
456	0.1608465968
457	0.1607291578
458	0.1604172786
459	0.1603533869
460	0.1601782789
461	0.1600505796
462	0.1598663874
463	0.1596028967
464	0.1594408626
465	0.1591768504
466	0.1588334398
467	0.1586434745
468	0.1584950038
469	0.1583526587
470	0.1580892823
471	0.1578475675
472	0.1577498756
473	0.1575125246
474	0.1573037071
475	0.1572216129
476	0.1570105357
477	0.1568498055
478	0.1566060549
479	0.1565304772
480	0.1564572255
481	0.156320513
482	0.1561370204
483	0.1557503474
484	0.1554664217
485	0.1553910441
486	0.1552226221
487	0.1550898407
488	0.1548931808
489	0.1547730768
490	0.1545690069
491	0.1543660947
492	0.1541526956
493	0.1540669752
494	0.1537132935
495	0.1536710989
496	0.1535287408
497	0.153249186
498	0.1529286456
499	0.1527743621
500	0.152597198
501	0.1524389972
502	0.1523091757
503	0.1521888553
504	0.1519262631
505	0.1516356445
506	0.1513442482
507	0.1511017769
508	0.1509910568
509	0.1509252994
510	0.1507828548
511	0.1506188079
512	0.1504035823
513	0.1502015017
514	0.1499660304
515	0.1497709866
516	0.1496527641
517	0.1494705624
518	0.149336977
519	0.1490741746
520	0.148853332
521	0.148791184
522	0.1486141333
523	0.1483360413
524	0.1480881177
525	0.1479996392
526	0.1478193616
527	0.1475225336
528	0.1472911283
529	0.1472252478
530	0.1470856574
531	0.14687087
532	0.1466849987
533	0.1464231758
534	0.1462910385
535	0.1460403022
536	0.1457687446
537	0.1457077913
538	0.1455957418
539	0.1454207241
540	0.1452525241
541	0.1449783984
542	0.1448549989
543	0.1446042557
544	0.1445447704
545	0.1443550991
546	0.1441767796
547	0.1439057413
548	0.1436856285
549	0.143652168
550	0.143492913
551	0.1433346862
552	0.1432178454
553	0.1431112235
554	0.1430742088
555	0.142755396
556	0.1425277308
557	0.1423654335
558	0.1423176771
559	0.1421137184
560	0.1418247301
561	0.1415854308
562	0.141485265
563	0.1412735916
564	0.1410065856
565	0.1408619708
566	0.1406588599
567	0.1404135946
568	0.1402698935
569	0.1399945251
570	0.1398286934
571	0.1396539763
572	0.13938053
573	0.1391411594
574	0.1390499434
575	0.1387984137
576	0.1386772062
577	0.1384770362
578	0.1384087693
579	0.1382151937
580	0.1381056506
581	0.1379980098
582	0.1378482417
583	0.1377482656
584	0.1377102391
585	0.1374251231
586	0.137391505
587	0.1372810785
588	0.1371285573
589	0.1369517498
590	0.1367187571
591	0.1365114989
592	0.1364846794
593	0.1363694206
594	0.13623969
595	0.1360879922
596	0.1358981508
597	0.1357730694
598	0.1356824164
599	0.135520732
600	0.1353897511
601	0.1353707411
602	0.1351091376
603	0.1349074509
604	0.1347116111
605	0.1346034971
606	0.1342939229
607	0.1341956209
608	0.134036613
609	0.1339440931
610	0.1338535046
611	0.133806339
612	0.1336954182
613	0.1335538211
614	0.1334161994
615	0.1333164426
616	0.1332015363
617	0.1330777616
618	0.1329452451
619	0.1328128654
620	0.1326172445
621	0.1324751084
622	0.132402922
623	0.1321851618
624	0.1320251324
625	0.1319052564
626	0.1316616054
627	0.131499634
628	0.1313699153
629	0.1312530408
630	0.1309709517
631	0.1307954506
632	0.130657037
633	0.1304536483
634	0.1302716507
635	0.1301292086
636	0.1300046421
637	0.1298306179
638	0.1298051056
639	0.1296474464
640	0.1295818773
641	0.1293889296
642	0.1291995616
643	0.1290944309
644	0.1289204029
645	0.1287403657
646	0.1286030342
647	0.1284746045
648	0.1283688253
649	0.1282125649
650	0.1281196026
651	0.1280299791
652	0.1278951218
653	0.1277817759
654	0.1275845236
655	0.1274607551
656	0.1273149365
657	0.1271437449
658	0.1271051325
659	0.127068002
660	0.1269160002
661	0.1266951362
662	0.126613059
663	0.1265033286
664	0.1263813866
665	0.1263136358
666	0.1262216737
667	0.1261036039
668	0.1260179673
669	0.1257862578
670	0.1256533515
671	0.1256153157
672	0.1255124615
673	0.1253949589
674	0.1252449721
675	0.1251473926
676	0.1251220136
677	0.1250170289
678	0.1249569459
679	0.1248020543
680	0.1246947912
681	0.1245594039
682	0.1243360836
683	0.1242508598
684	0.1240251404
685	0.1238110438
686	0.123695383
687	0.1235664638
688	0.1234995138
689	0.1232907961
690	0.1231660887
691	0.1230449751
692	0.1228685985
693	0.122646303
694	0.1224351219
695	0.1223878606
696	0.1222578111
697	0.1221972591
698	0.1221125249
699	0.121982583
700	0.1218941875
701	0.1217049928
702	0.1215340653
703	0.1213800136
704	0.1212848068
705	0.1211299343
706	0.1208771715
707	0.1208551357
708	0.120769971
709	0.1206753523
710	0.1205235514
711	0.1204186247
712	0.1203658966
713	0.1202336497
714	0.120176206
715	0.1200755237
716	0.119963122
717	0.1198618717
718	0.1197744753
719	0.1196878196
720	0.1195041284
721	0.1193649393
722	0.1191753092
723	0.1190356286
724	0.1189961824
725	0.1188821673
726	0.1187469121
727	0.1186826104
728	0.1185791324
729	0.1184622464
730	0.1183786342
731	0.1181767769
732	0.1181064134
733	0.1179158216
734	0.1178385989
735	0.1177479145
736	0.1176193873
737	0.1175263019
738	0.1174218892
739	0.1173380529
740	0.1172101493
741	0.1170416656
742	0.1169524952
743	0.1168561302
744	0.1167476462
745	0.1166153513
746	0.1165305878
747	0.1164056777
748	0.1161635001
749	0.116052724
750	0.1158441001
751	0.1157500348
752	0.1156941343
753	0.1154780266
754	0.1154277077
755	0.1152806837
756	0.1151960881
757	0.1150882326
758	0.1149923041
759	0.1148989123
760	0.1148099368
761	0.1145939633
762	0.1144599182
763	0.1143545907
764	0.1141752369
765	0.1140478308
766	0.11397008
767	0.1138849198
768	0.113708243
769	0.1136005556
770	0.1134813444
771	0.1133982065
772	0.1131801121
773	0.1131124926
774	0.1129889889
775	0.1128517562
776	0.1127534815
777	0.1126443196
778	0.1125322694
779	0.1124170812
780	0.1123126703
781	0.1121329658
782	0.112000473
783	0.1118955577
784	0.1118173138
785	0.1117450757
786	0.1116038113
787	0.1114589567
788	0.1113360329
789	0.1112349495
790	0.1111490427
791	0.1110314443
792	0.1109528581
793	0.1108092517
794	0.1107638689
795	0.1106176783
796	0.1105429985
797	0.1104729314
798	0.110306336
799	0.1102402244
800	0.1101390014
801	0.1099206485
802	0.1097437112
803	0.1096655943
804	0.10952577
805	0.1094025878
806	0.1092568669
807	0.1091932116
808	0.1090421726
809	0.1089412696
810	0.1088343804
811	0.1086939277
812	0.1085920861
813	0.1084704885
814	0.1083832981
815	0.1083290416
816	0.1082170645
817	0.1081560579
818	0.1080236301
819	0.1079539149
820	0.1078556842
821	0.1076859335
822	0.1074932052
823	0.1073805283
824	0.107246513
825	0.1071876171
826	0.1070652166
827	0.1069112785
828	0.1068675896
829	0.1067607897
830	0.106641548
831	0.1064561073
832	0.1063171881
833	0.1062055158
834	0.1061915009
835	0.1060334514
836	0.1059178538
837	0.1057484627
838	0.1055462299
839	0.1054483123
840	0.1053199299
841	0.1052507254
842	0.1051832759
843	0.1050778624
844	0.1049696622
845	0.1048929952
846	0.1048206412
847	0.1047935432
848	0.1046942911
849	0.1045395688
850	0.1044458189
851	0.1043876755
852	0.1043331362
853	0.1041907636
854	0.1041301892
855	0.1039996757
856	0.1039504092
857	0.1038435119
858	0.1036984197
859	0.1036125874
860	0.1035235892
861	0.1034107879
862	0.1032854237
863	0.1031330421
864	0.1030626279
865	0.10299105
866	0.1029290186
867	0.1027779071
868	0.1026325835
869	0.1025670635
870	0.1024051591
871	0.1023533916
872	0.1022659479
873	0.1021446882
874	0.1021173792
875	0.1020393209
876	0.1018904446
877	0.1017060849
878	0.1015950239
879	0.1014910392
880	0.1013722109
881	0.1012357653
882	0.1011425535
883	0.101045061
884	0.1009864893
885	0.1008143287
886	0.1007539225
887	0.1006573581
888	0.1005907942
889	0.100481931
890	0.1003865475
891	0.1002610005
892	0.100158805
893	0.1001043642
894	0.1000577758
895	0.09991490919
896	0.09978680659
897	0.09967650513
898	0.09958986927
899	0.09949735328
900	0.0993718852
901	0.09929537175
902	0.09917712156
903	0.09912737949
904	0.09904742207
905	0.09895500866
906	0.09883016988
907	0.09872685632
908	0.09866386334
909	0.09862996988
910	0.09848607658
911	0.09839862341
912	0.0982562292
913	0.09819540497
914	0.09812101567
915	0.09805849551
916	0.09797606953
917	0.09793663635
918	0.09785599514
919	0.09775396388
920	0.09769418441
921	0.09762561725
922	0.09747981374
923	0.09736163418
924	0.09727805686
925	0.09721994354
926	0.09708974105
927	0.0969895416
928	0.09691443708
929	0.096832554
930	0.09679661163
931	0.0967052909
932	0.09666894596
933	0.09663179978
934	0.09654497175
935	0.09649575358
936	0.09639146862
937	0.09630295985
938	0.09623582381
939	0.09615183616
940	0.09605781458
941	0.09590378265
942	0.09583627948
943	0.09573711448
944	0.09562119553
945	0.09555038209
946	0.09541065228
947	0.09531055997
948	0.09525866236
949	0.09515439371
950	0.09509262166
951	0.09496465736
952	0.09481922308
953	0.09480322346
954	0.09474109563
955	0.09465948923
956	0.09452222061
957	0.09442461449
958	0.0943192456
959	0.09422389973
960	0.09415357106
961	0.09406076216
962	0.09394944706
963	0.09391504425
964	0.09388717697
965	0.09377071675
966	0.09368213604
967	0.09359789797
968	0.09345757106
969	0.09334015188
970	0.09322779599
971	0.0931751795
972	0.09311331069
973	0.09299140805
974	0.09295896715
975	0.0929258415
976	0.09285765173
977	0.09273251666
978	0.09265934174
979	0.09260485046
980	0.09253712526
981	0.09249478907
982	0.09246930443
983	0.09237823752
984	0.09225666268
985	0.09217677059
986	0.09203167876
987	0.09198052131
988	0.09188699521
989	0.09185531362
990	0.09174964365
991	0.09169425888
992	0.09167052387
993	0.09152869613
994	0.09148427786
995	0.091438258
996	0.09139521323
997	0.09135436432
998	0.09124106653
999	0.09113878242
